t,H_tank,H_pool,m_cw,T_cw_in,T_return,p_b,k_p,Paff_MW,lost_MW,pump,gen
96.0,2.93339,2.76947,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
100.0,2.87594,2.76942,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
104.0,2.81858,2.76936,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
108.0,2.76132,2.76931,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
112.0,2.70415,2.76925,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
116.0,2.64708,2.7692,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
120.0,2.5901,2.76914,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
124.0,2.53322,2.76908,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
128.0,2.47644,2.76901,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
132.0,2.41974,2.76895,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
136.0,2.36314,2.76888,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
140.0,2.30663,2.76882,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
144.0,2.25022,2.76875,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
148.0,2.1939,2.76868,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
152.0,2.13767,2.7686,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
156.0,2.08153,2.76853,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
160.0,2.02549,2.76845,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
164.0,1.96953,2.76838,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
168.0,1.91367,2.7683,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
172.0,1.8579,2.76822,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
176.0,1.80221,2.76813,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
180.0,1.74662,2.76805,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
184.0,1.69112,2.76796,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
188.0,1.63571,2.76788,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
192.0,1.58039,2.76779,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
196.0,1.52515,2.7677,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
200.0,1.47001,2.76761,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
204.0,1.41495,2.76751,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
208.0,1.35999,2.76742,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
212.0,1.30511,2.76732,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
216.0,1.25032,2.76723,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
220.0,1.19561,2.76713,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
224.0,1.141,2.76703,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
228.0,1.08647,2.76692,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
232.0,1.03203,2.76682,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
236.0,0.97768,2.76671,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
240.0,0.92341,2.76661,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
244.0,0.86923,2.7665,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
248.0,0.81513,2.76639,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
252.0,0.76112,2.76628,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
256.0,0.7072,2.76616,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
260.0,0.65337,2.76605,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
264.0,0.59961,2.76593,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
268.0,0.54595,2.76581,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
272.0,0.49237,2.76569,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
276.0,0.43887,2.76557,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
280.0,0.38546,2.76545,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
284.0,0.33213,2.76533,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
288.0,0.27889,2.7652,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
292.0,0.22573,2.76508,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
296.0,0.17266,2.76495,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
300.0,0.11967,2.76482,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
304.0,0.06676,2.76469,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
308.0,0.01394,2.76455,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
312.0,0.0,2.76442,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
316.0,0.0,2.76336,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
320.0,0.0,2.76229,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
324.0,0.0,2.76123,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
328.0,0.0,2.76016,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
332.0,0.0,2.7591,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
336.0,0.0,2.75803,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
340.0,0.0,2.75697,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
344.0,0.0,2.7559,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
348.0,0.0,2.75484,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
352.0,0.0,2.75377,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
356.0,0.0,2.75271,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
360.0,0.0,2.75164,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
364.0,0.0,2.75058,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
368.0,0.0,2.74951,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
372.0,0.0,2.74845,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
376.0,0.0,2.74738,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
380.0,0.0,2.74632,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
384.0,0.0,2.74525,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
388.0,0.0,2.74419,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
392.0,0.0,2.74312,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
396.0,0.0,2.74206,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
400.0,0.0,2.741,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
404.0,0.0,2.73993,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
408.0,0.0,2.73887,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
412.0,0.0,2.7378,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
416.0,0.0,2.73674,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
420.0,0.0,2.73567,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
424.0,0.0,2.73461,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
428.0,0.0,2.73354,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
432.0,0.0,2.73248,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
436.0,0.0,2.73141,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
440.0,0.0,2.73035,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
444.0,0.0,2.72928,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
448.0,0.0,2.72822,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
452.0,0.0,2.72715,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
456.0,0.0,2.72609,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
460.0,0.0,2.72502,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
464.0,0.0,2.72396,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
468.0,0.0,2.72289,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
472.0,0.0,2.72183,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
476.0,0.0,2.72076,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
480.0,0.0,2.7197,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
484.0,0.0,2.71863,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
488.0,0.0,2.71757,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
492.0,0.0,2.71651,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
496.0,0.0,2.71544,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
500.0,0.0,2.71438,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
504.0,0.0,2.71331,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
508.0,0.0,2.71225,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
512.0,0.0,2.71118,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
516.0,0.0,2.71012,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
520.0,0.0,2.70905,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
524.0,0.0,2.70799,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
528.0,0.0,2.70692,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
532.0,0.0,2.70586,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
536.0,0.0,2.70479,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
540.0,0.0,2.70373,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
544.0,0.0,2.70266,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
548.0,0.0,2.7016,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
552.0,0.0,2.70053,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
556.0,0.0,2.69947,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
560.0,0.0,2.6984,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
564.0,0.0,2.69734,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
568.0,0.0,2.69627,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
572.0,0.0,2.69521,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
576.0,0.0,2.69415,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
580.0,0.0,2.69308,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
584.0,0.0,2.69202,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
588.0,0.0,2.69095,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
592.0,0.0,2.68989,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
596.0,0.0,2.68882,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
600.0,0.0,2.68776,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
604.0,0.0,2.68669,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
608.0,0.0,2.68563,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
612.0,0.0,2.68456,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
616.0,0.0,2.6835,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
620.0,0.0,2.68243,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
624.0,0.0,2.68137,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
628.0,0.0,2.6803,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
632.0,0.0,2.67924,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
636.0,0.0,2.67817,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
640.0,0.0,2.67711,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
644.0,0.0,2.67604,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
648.0,0.0,2.67498,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
652.0,0.0,2.67391,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
656.0,0.0,2.67285,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
660.0,0.0,2.67179,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
664.0,0.0,2.67072,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
668.0,0.0,2.66966,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
672.0,0.0,2.66859,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
676.0,0.0,2.66753,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
680.0,0.0,2.66646,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
684.0,0.0,2.6654,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
688.0,0.0,2.66433,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
692.0,0.0,2.66327,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
696.0,0.0,2.6622,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
700.0,0.0,2.66114,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
704.0,0.0,2.66007,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
708.0,0.0,2.65901,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
712.0,0.0,2.65794,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
716.0,0.0,2.65688,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
720.0,0.0,2.65581,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
724.0,0.0,2.65475,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
728.0,0.0,2.65368,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
732.0,0.0,2.65262,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
736.0,0.0,2.65155,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
740.0,0.0,2.65049,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
744.0,0.0,2.64943,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
748.0,0.0,2.64836,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
752.0,0.0,2.6473,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
756.0,0.0,2.64623,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
760.0,0.0,2.64517,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
764.0,0.0,2.6441,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
768.0,0.0,2.64304,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
772.0,0.0,2.64197,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
776.0,0.0,2.64091,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
780.0,0.0,2.63984,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
784.0,0.0,2.63878,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
788.0,0.0,2.63771,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
792.0,0.0,2.63665,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
796.0,0.0,2.63558,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
800.0,0.0,2.63452,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
804.0,0.0,2.63345,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
808.0,0.0,2.63239,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
812.0,0.0,2.63132,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
816.0,0.0,2.63026,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
820.0,0.0,2.62919,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
824.0,0.0,2.62813,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
828.0,0.0,2.62706,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
832.0,0.0,2.626,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
836.0,0.0,2.62494,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
840.0,0.0,2.62387,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
844.0,0.0,2.62281,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
848.0,0.0,2.62174,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
852.0,0.0,2.62068,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
856.0,0.0,2.61961,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
860.0,0.0,2.61855,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
864.0,0.0,2.61748,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
868.0,0.0,2.61642,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
872.0,0.0,2.61535,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
876.0,0.0,2.61429,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
880.0,0.0,2.61322,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
884.0,0.0,2.61216,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
888.0,0.0,2.61109,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
892.0,0.0,2.61003,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
896.0,0.0,2.60896,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
900.0,0.0,2.6079,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
904.0,0.0,2.60683,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
908.0,0.0,2.60577,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
912.0,0.0,2.6047,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
916.0,0.0,2.60364,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
920.0,0.0,2.60258,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
924.0,0.0,2.60151,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
928.0,0.0,2.60045,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
932.0,0.0,2.59938,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
936.0,0.0,2.59832,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
940.0,0.0,2.59725,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
944.0,0.0,2.59619,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
948.0,0.0,2.59512,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
952.0,0.0,2.59406,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
956.0,0.0,2.59299,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
960.0,0.0,2.59193,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
964.0,0.0,2.59086,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
968.0,0.0,2.5898,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
972.0,0.0,2.58873,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
976.0,0.0,2.58767,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
980.0,0.0,2.5866,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
984.0,0.0,2.58554,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
988.0,0.0,2.58447,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
992.0,0.0,2.58341,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
996.0,0.0,2.58234,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1000.0,0.0,2.58128,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1004.0,0.0,2.58022,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1008.0,0.0,2.57915,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1012.0,0.0,2.57809,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1016.0,0.0,2.57702,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1020.0,0.0,2.57596,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1024.0,0.0,2.57489,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1028.0,0.0,2.57383,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1032.0,0.0,2.57276,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1036.0,0.0,2.5717,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1040.0,0.0,2.57063,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1044.0,0.0,2.56957,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1048.0,0.0,2.5685,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1052.0,0.0,2.56744,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1056.0,0.0,2.56637,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1060.0,0.0,2.56531,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1064.0,0.0,2.56424,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1068.0,0.0,2.56318,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1072.0,0.0,2.56211,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1076.0,0.0,2.56105,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1080.0,0.0,2.55998,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1084.0,0.0,2.55892,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1088.0,0.0,2.55785,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1092.0,0.0,2.55679,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1096.0,0.0,2.55573,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1100.0,0.0,2.55466,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1104.0,0.0,2.5536,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1108.0,0.0,2.55253,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1112.0,0.0,2.55147,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1116.0,0.0,2.5504,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1120.0,0.0,2.54934,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1124.0,0.0,2.54827,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1128.0,0.0,2.54721,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1132.0,0.0,2.54614,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1136.0,0.0,2.54508,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1140.0,0.0,2.54401,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1144.0,0.0,2.54295,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1148.0,0.0,2.54188,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1152.0,0.0,2.54082,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1156.0,0.0,2.53975,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1160.0,0.0,2.53869,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1164.0,0.0,2.53762,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1168.0,0.0,2.53656,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
